From,To,Year of order,Duration,Quantity,Weapon description
France,Benin,1985.0,1,1.0,light helicopter
France,Benin,1982.0,1,3.0,transport aircraft
Jordan,Benin,2023.0,1,3.0,transport helicopter
France,Benin,1984.0,1,1.0,light helicopter
Soviet Union,Benin,1978.0,1,2.0,FAC
Spain,Benin,2022.0,1,2.0,light helicopter
India,Bhutan,1968.0,1,1.0,helicopter
Thailand,Bhutan,2021.0,1,15.0,APC
Sweden,Biafra,1969.0,1,5.0,trainer aircraft
United States,Biafra,1967.0,1,1.0,bomber aircraft
China,Bolivia,2018.0,1,10.0,APV
China,Bolivia,1992.0,1,18.0,towed gun
Brazil,Bolivia,1985.0,1,6.0,trainer aircraft
France,Bolivia,1974.0,1,3.0,light helicopter
United States,Bolivia,1985.0,1,6.0,helicopter
Uruguay,Bolivia,1960.0,1,8.0,fighter aircraft
Brazil,Bolivia,1974.0,1,18.0,trainer aircraft
France,Bolivia,1978.0,1,2.0,light helicopter
France,Bolivia,2008.0,1,2.0,light helicopter
Switzerland,Bolivia,1979.0,1,12.0,trainer aircraft
Spain,Bolivia,2006.0,2,3.0,transport aircraft
Venezuela,Bolivia,2006.0,1,2.0,light helicopter
Venezuela,Bolivia,2006.0,1,2.0,transport helicopter
Brazil,Bolivia,2005.0,1,6.0,trainer aircraft
United States,Bolivia,1993.0,1,1.0,transport aircraft
Brazil,Bolivia,1981.0,2,6.0,light helicopter
United States,Bolivia,1960.0,1,2.0,trainer aircraft
Brazil,Bolivia,2011.0,1,4.0,helicopter
United States,Bolivia,1965.0,1,2.0,trainer aircraft
United States,Bolivia,1979.0,1,3.0,helicopter
France,Bolivia,1984.0,2,18.0,trainer aircraft
France,Bolivia,2013.0,3,6.0,transport helicopter
China,Bolivia,2015.0,1,31.0,APV
Nicaragua,Bolivia,1989.0,1,1.0,transport aircraft
Canada,Bolivia,1977.0,1,5.0,trainer aircraft
China,Bolivia,2012.0,1,6.0,helicopter
Venezuela,Bolivia,2004.0,1,8.0,trainer aircraft
United States,Bolivia,1968.0,1,2.0,light transport aircraft
Uruguay,Bolivia,2000.0,1,11.0,trainer aircraft
Germany,Bolivia,2014.0,1,2.0,light helicopter
United Kingdom,Bolivia,2016.0,1,1.0,air search radar
Germany,Bolivia,2011.0,1,2.0,light helicopter
Egypt,Bosnia-Herzegovina,1996.0,1,12.0,towed gun
Egypt,Bosnia-Herzegovina,1996.0,1,12.0,towed gun
United States,Bosnia-Herzegovina,1996.0,1,15.0,helicopter
United States,Bosnia-Herzegovina,1996.0,1,80.0,APC
United States,Bosnia-Herzegovina,1996.0,1,45.0,tank
United States,Bosnia-Herzegovina,2019.0,1,4.0,helicopter
UAE,Bosnia-Herzegovina,1996.0,1,36.0,towed gun
France,Botswana,1997.0,1,20.0,tank turret
Austria,Botswana,2000.0,1,2.0,APC
Austria,Botswana,1997.0,1,20.0,light tank
Switzerland,Botswana,1989.0,1,7.0,trainer aircraft
United States,Botswana,1989.0,1,100.0,anti-tank missile
Spain,Botswana,1986.0,2,2.0,transport aircraft
United Kingdom,Botswana,1984.0,1,2.0,light transport aircraft
United Kingdom,Botswana,1980.0,1,6.0,trainer aircraft
United Kingdom,Botswana,1978.0,1,2.0,light transport aircraft
United States,Botswana,2008.0,2,4.0,aircraft engine
Spain,Botswana,2008.0,2,2.0,transport aircraft
Spain,Botswana,1992.0,1,2.0,transport aircraft
Spain,Botswana,2016.0,1,1.0,transport helicopter
Switzerland,Botswana,2011.0,1,5.0,trainer aircraft
Canada,Botswana,1996.0,2,13.0,FGA aircraft
France,Brazil,2022.0,1,0.0,light helicopter
United Kingdom,Brazil,1997.0,1,4.0,minesweeper
United Kingdom,Brazil,1994.0,1,3.0,minesweeper
Belgium,Brazil,2000.0,1,2.0,ARV
United Kingdom,Brazil,2018.0,1,1.0,AALS
France,Brazil,2012.0,2,3.0,anti-ship helicopter
Ireland,Brazil,2022.0,1,1.0,transport aircraft
United Kingdom,Brazil,2020.0,1,0.0,air search radar
France,Brazil,2009.0,1,1.0,submarine
United States,Brazil,2020.0,1,8.0,APV
France,Brazil,2005.0,3,12.0,FGA aircraft
Sweden,Brazil,2021.0,1,50.0,portable SAM
Israel,Brazil,2014.0,1,1.0,UAV
France,Brazil,2009.0,1,1.0,patrol craft
Germany,Brazil,2010.0,1,4.0,ship engine
Germany,Brazil,1994.0,1,2.0,ship engine
Germany,Brazil,1981.0,4,8.0,ship engine
Germany,Brazil,2011.0,2,6.0,ship engine
Denmark,Brazil,2011.0,2,3.0,air/sea search radar
United States,Brazil,2006.0,3,6.0,transport helicopter
France,Brazil,2000.0,1,8.0,transport helicopter
Austria,Brazil,2000.0,1,1.0,ARV
United States,Brazil,1972.0,1,8.0,ASW aircraft
United States,Brazil,1989.0,2,5.0,light transport aircraft
United States,Brazil,1972.0,2,3.0,destroyer
Italy,Brazil,1995.0,1,18.0,towed gun
United States,Brazil,1994.0,1,6.0,ASW helicopter
France,Brazil,1987.0,2,6.0,FGA aircraft
United Kingdom,Brazil,1994.0,3,4.0,frigate
United States,Brazil,1994.0,1,1.0,landing ship
Netherlands,Brazil,1993.0,1,3.0,towed gun
Germany,Brazil,1973.0,1,2.0,minesweeper
United Kingdom,Brazil,1991.0,1,4.0,towed gun
United States,Brazil,1987.0,1,3.0,light transport aircraft
United States,Brazil,1972.0,2,5.0,submarine
United Kingdom,Brazil,1965.0,1,3.0,helicopter
United States,Brazil,1973.0,1,2.0,destroyer
United States,Brazil,1967.0,3,3.0,destroyer
Germany,Brazil,1969.0,2,4.0,minesweeper
United States,Brazil,1985.0,1,16.0,light helicopter
United States,Brazil,1964.0,1,14.0,light transport aircraft
Canada,Brazil,1967.0,2,6.0,transport aircraft
United States,Brazil,1967.0,1,5.0,transport aircraft
United States,Brazil,1957.0,1,5.0,light helicopter
United States,Brazil,1960.0,1,6.0,ASW helicopter
United States,Brazil,1964.0,1,5.0,transport aircraft
United States,Brazil,1966.0,1,20.0,light aircraft
United Kingdom,Brazil,1972.0,1,1.0,submarine
United Kingdom,Brazil,1969.0,2,2.0,submarine
France,Brazil,1980.0,1,3.0,FGA aircraft
United States,Brazil,1977.0,1,2.0,tanker/transport aircraft
United Kingdom,Brazil,1975.0,2,9.0,ASW helicopter
Germany,Brazil,2011.0,1,2.0,ARV
Germany,Brazil,2011.0,1,1.0,AEV
Italy,Brazil,2011.0,2,3.0,combat aircraft radar
United States,Brazil,1973.0,1,1.0,support ship
Germany,Brazil,1994.0,2,2.0,patrol craft
Germany,Brazil,1998.0,1,2.0,patrol craft
Germany,Brazil,1993.0,1,2.0,patrol craft
United Kingdom,Brazil,1970.0,5,6.0,frigate
Germany,Brazil,1967.0,1,1.0,ship engine
Finland,Brazil,1987.0,1,2.0,ship engine
Germany,Brazil,2006.0,1,4.0,armoured bridgelayer
Germany,Brazil,2006.0,1,4.0,AEV
United Kingdom,Brazil,2008.0,1,1.0,landing ship
Switzerland,Brazil,2007.0,1,5.0,APC
United Kingdom,Brazil,2007.0,1,1.0,landing ship
United States,Brazil,1960.0,2,4.0,minesweeper
United States,Brazil,1997.0,1,4.0,transport helicopter
United States,Brazil,1956.0,2,28.0,bomber aircraft
France,Brazil,2009.0,1,0.0,nuclear submarine
Singapore,Brazil,1996.0,2,2.0,patrol craft
Singapore,Brazil,1987.0,3,4.0,patrol craft
Russia,Brazil,2009.0,3,12.0,combat helicopter
Israel,Brazil,2021.0,1,0.0,anti-tank missile
United States,Brazil,2013.0,1,4.0,self-propelled gun
France,Brazil,1981.0,1,2.0,ship engine
Germany,Brazil,1995.0,1,1.0,submarine
United States,Brazil,1968.0,2,7.0,light helicopter
France,Brazil,2015.0,1,1.0,AALS
Spain,Brazil,2014.0,2,2.0,transport aircraft
France,Brazil,2000.0,1,1.0,aircraft carrier
United States,Brazil,2018.0,1,40.0,ALV
United States,Brazil,1963.0,1,12.0,APC
United States,Brazil,2015.0,1,4.0,ARV
United States,Brazil,1974.0,1,3.0,transport aircraft
United States,Brazil,2016.0,1,1.0,transport aircraft
Germany,Brazil,2020.0,1,0.0,frigate
United States,Brazil,2013.0,1,2.0,ASW helicopter
Israel,Brazil,2014.0,2,2.0,MP aircraft radar
United States,Brazil,1989.0,1,4.0,frigate
Germany,Brazil,1984.0,4,4.0,submarine
United States,Brazil,2021.0,1,0.0,ASW torpedo
United States,Brazil,1974.0,2,3.0,landing craft
Italy,Brazil,2019.0,1,32.0,APV
Italy,Brazil,1981.0,1,1.0,air search radar
United States,Brazil,1963.0,1,2.0,submarine
United States,Brazil,1989.0,2,2.0,AALS
United States,Brazil,1952.0,1,3.0,light helicopter
United States,Brazil,1961.0,1,11.0,ASW aircraft
Kuwait,Brazil,1998.0,1,23.0,FGA aircraft
United States,Brazil,1969.0,1,3.0,bomber aircraft
United Kingdom,Brazil,2011.0,2,3.0,OPV
United States,Brazil,1995.0,1,14.0,APC
United States,Brazil,1991.0,1,12.0,APC
United Kingdom,Brazil,1973.0,1,6.0,transport aircraft
United Kingdom,Brazil,1957.0,1,2.0,light helicopter
Canada,Brazil,2018.0,1,2.0,aircraft engine
France,Brazil,2006.0,2,2.0,patrol craft
Spain,Brazil,2018.0,1,1.0,transport aircraft
France,Brazil,1985.0,1,6.0,transport helicopter
United Kingdom,Brazil,1956.0,1,1.0,aircraft carrier
France,Brazil,2005.0,1,22.0,SRAAM
United States,Brazil,2018.0,1,4.0,ARV
United States,Brazil,2002.0,4,9.0,ASW aircraft
United States,Brazil,1996.0,1,91.0,tank
Canada,Brazil,2014.0,2,4.0,aircraft engine
Sweden,Brazil,2015.0,3,8.0,FGA aircraft
Austria,Brazil,2000.0,1,17.0,light tank
United States,Brazil,2018.0,1,20.0,APC
United States,Brazil,2015.0,1,46.0,APC
United Kingdom,Brazil,1993.0,2,9.0,ASW helicopter
Germany,Brunei,1976.0,2,6.0,ship engine
United States,Brunei,1995.0,3,4.0,transport helicopter
Indonesia,Brunei,1995.0,1,1.0,transport aircraft
United States,Brunei,1981.0,1,3.0,helicopter
United States,Brunei,1968.0,1,2.0,helicopter
Germany,Brunei,1979.0,1,6.0,light helicopter
United Kingdom,Brunei,1976.0,1,16.0,light tank
Germany,Brunei,2010.0,1,1.0,patrol craft
Australia,Brunei,1995.0,1,2.0,landing craft
Singapore,Brunei,1976.0,2,3.0,FAC
Singapore,Brunei,2023.0,1,2.0,patrol craft
United States,Brunei,1986.0,1,2.0,transport helicopter
United Kingdom,Brunei,1970.0,1,1.0,transport aircraft
Germany,Brunei,2007.0,1,3.0,corvette
France,Brunei,1998.0,1,48.0,portable SAM
Spain,Brunei,2022.0,1,0.0,transport aircraft
United States,Bulgaria,2022.0,1,0.0,FGA aircraft
United States,Bulgaria,2014.0,1,10.0,APC
United States,Bulgaria,2008.0,1,7.0,APC
Switzerland,Bulgaria,2003.0,1,6.0,trainer aircraft
Switzerland,Bulgaria,2003.0,1,1.0,light transport aircraft
United States,Bulgaria,1999.0,1,6.0,light helicopter
Soviet Union,Bulgaria,1952.0,2,385.0,towed gun
East Germany (GDR),Bulgaria,1963.0,1,1.0,tug
Soviet Union,Bulgaria,1989.0,2,2.0,patrol craft
Soviet Union,Bulgaria,1990.0,1,1.0,corvette
Czechoslovakia,Bulgaria,1989.0,1,18.0,trainer/combat aircraft
Soviet Union,Bulgaria,1970.0,2,4.0,MCM ship
Soviet Union,Bulgaria,1982.0,1,4.0,reconnaissance aircraft
Soviet Union,Bulgaria,1983.0,1,2.0,MCM ship
Soviet Union,Bulgaria,1971.0,2,2.0,submarine
Soviet Union,Bulgaria,1953.0,1,3.0,minesweeper
Soviet Union,Bulgaria,1963.0,1,6.0,patrol craft
Soviet Union,Bulgaria,1957.0,1,2.0,patrol craft
Belgium,Bulgaria,2008.0,2,2.0,frigate
United States,Bulgaria,2006.0,3,6.0,aircraft engine
Belgium,Bulgaria,2008.0,1,1.0,MCM ship
Russia,Bulgaria,1995.0,1,100.0,IFV
Netherlands,Bulgaria,2019.0,1,2.0,MCM ship
Italy,Bulgaria,2006.0,3,3.0,transport aircraft
Belgium,Bulgaria,2004.0,1,1.0,frigate
Soviet Union,Bulgaria,1957.0,2,2.0,frigate
Soviet Union,Bulgaria,1958.0,1,2.0,submarine
United States,Bulgaria,2019.0,1,0.0,FGA aircraft
Slovakia,Bulgaria,2015.0,1,0.0,reconnaissance AV
Norway,Bulgaria,2018.0,1,1.0,helicopter
France,Bulgaria,2022.0,1,0.0,BVRAAM
France,Bulgaria,2022.0,1,0.0,SAM system
Russia,Bulgaria,1995.0,1,100.0,tank
France,Bulgaria,2005.0,2,3.0,helicopter
Sweden,Bulgaria,2022.0,1,0.0,anti-ship/land-attack missile
Poland,Bulgaria,2022.0,1,2.0,turbofan
Canada,Bulgaria,2003.0,1,6.0,aircraft engine
Germany,Bulgaria,2020.0,1,0.0,frigate
Spain,Burkina Faso,2019.0,1,1.0,transport aircraft
France,Burkina Faso,1964.0,1,2.0,light aircraft
United Kingdom,Burkina Faso,1981.0,1,1.0,transport aircraft
Poland,Burkina Faso,2010.0,1,2.0,light aircraft
South Africa,Burkina Faso,2018.0,1,3.0,APC
Romania,Burkina Faso,2009.0,1,5.0,self-propelled MRL
France,Burkina Faso,1977.0,1,1.0,trainer/light aircraft
Taiwan,Burkina Faso,2017.0,1,2.0,helicopter
Qatar,Burkina Faso,2019.0,1,24.0,APC
United Kingdom,Burkina Faso,1976.0,1,1.0,transport aircraft
United States,Burkina Faso,2006.0,1,1.0,light transport aircraft
Russia,Burkina Faso,2005.0,1,2.0,combat helicopter
Spain,Burkina Faso,2020.0,1,5.0,light helicopter
South Africa,Burundi,2019.0,1,10.0,APC
United States,Burundi,2014.0,1,10.0,APC
Malawi,Cabo Verde,1999.0,1,1.0,light transport aircraft
Germany,Cabo Verde,1998.0,1,1.0,minesweeper
Netherlands,Cabo Verde,2010.0,1,1.0,patrol craft
Spain,Cabo Verde,2008.0,1,1.0,transport aircraft
Czechia,Cambodia,1994.0,1,40.0,tank
Soviet Union,Cambodia,1990.0,1,15.0,tank
Soviet Union,Cambodia,1990.0,1,5.0,transport helicopter
Soviet Union,Cambodia,1980.0,1,2.0,transport helicopter
China,Cambodia,1967.0,1,2.0,light transport aircraft
United States,Cambodia,1971.0,2,32.0,helicopter
China,Cambodia,2011.0,1,12.0,helicopter
China,Cambodia,2012.0,1,2.0,transport aircraft
France,Cambodia,1954.0,1,1.0,landing craft
Ukraine,Cambodia,1997.0,1,2.0,transport helicopter
Japan,Cambodia,1954.0,1,7.0,ground attack aircraft
United States,Cameroon,1982.0,1,1.0,transport aircraft
United States,Cameroon,2022.0,1,10.0,vehicle engine
United States,Cameroon,1989.0,1,3.0,light helicopter
France,Cameroon,1990.0,1,2.0,trainer aircraft
France,Cameroon,1987.0,1,2.0,helicopter
France,Cameroon,1987.0,1,4.0,light helicopter
France,Cameroon,1974.0,1,1.0,patrol craft
Canada,Cameroon,1981.0,1,2.0,transport aircraft
France,Cameroon,1980.0,1,1.0,FAC
France,Cameroon,1978.0,1,2.0,trainer aircraft
United Kingdom,Cameroon,1976.0,1,2.0,transport aircraft
United Kingdom,Cameroon,1961.0,1,8.0,APV
United States,Cameroon,1976.0,1,2.0,transport aircraft
Spain,Cameroon,2012.0,1,1.0,transport aircraft
Israel,Cameroon,2000.0,1,6.0,towed gun
France,Cameroon,2012.0,1,1.0,patrol craft
United States,Cameroon,2016.0,1,2.0,light transport aircraft
Israel,Cameroon,2015.0,1,8.0,APC
Israel,Cameroon,2014.0,1,8.0,APC
United States,Cameroon,2015.0,1,6.0,APC
Canada,Cameroon,1982.0,1,2.0,transport aircraft
South Africa,Cameroon,1996.0,1,4.0,ground attack aircraft
China,Cameroon,2013.0,1,2.0,patrol craft
France,Cameroon,1981.0,1,6.0,trainer/combat aircraft
United States,Canada,2007.0,2,4.0,heavy transport aircraft
Germany,Canada,2017.0,1,0.0,replenishment ship
UAE,Canada,2022.0,1,0.0,transport aircraft
United States,Canada,2023.0,1,0.0,ASW aircraft
France,Canada,2023.0,1,0.0,tanker/transport aircraft
Greece,Canada,2015.0,1,1.0,cargo ship
United States,Canada,2023.0,1,0.0,armed UAV
France,Canada,2023.0,1,0.0,air refuel system
United Kingdom,Canada,2023.0,1,0.0,turbofan
United States,Canada,1996.0,1,2.0,transport aircraft
France,Canada,1983.0,5,12.0,ship engine
United States,Canada,1983.0,5,24.0,gas turbine
South Africa,Canada,2006.0,1,25.0,APC
United Kingdom,Canada,2005.0,3,12.0,towed gun
France,Canada,2003.0,1,6.0,UAV
United States,Canada,2002.0,1,12.0,SAM
United States,Canada,2002.0,1,2.0,trainer aircraft
South Africa,Canada,1999.0,1,2.0,APC
United States,Canada,1998.0,2,18.0,SAM
United States,Canada,1997.0,1,24.0,trainer aircraft
Italy,Canada,1968.0,1,44.0,towed gun
United States,Canada,1970.0,1,66.0,fighter aircraft
France,Canada,1996.0,1,1600.0,anti-tank missile
United Kingdom,Canada,1952.0,1,2.0,transport aircraft
United States,Canada,1961.0,1,8.0,FGA aircraft
Germany,Canada,1987.0,1,9.0,AEV
Netherlands,Canada,1986.0,3,4.0,air search radar
Netherlands,Canada,1986.0,3,4.0,air search radar
United States,Canada,1991.0,1,3.0,anti-ship missile
United States,Canada,1990.0,1,5.0,transport aircraft
United States,Canada,1989.0,1,3.0,ASW aircraft
United Kingdom,Canada,1952.0,1,1.0,aircraft carrier
United Kingdom,Canada,1962.0,3,3.0,submarine
United States,Canada,1960.0,2,4.0,light aircraft
United States,Canada,1961.0,1,66.0,fighter aircraft
United States,Canada,1984.0,1,2.0,transport aircraft
United States,Canada,1980.0,1,14.0,light helicopter
United States,Canada,1970.0,1,4.0,transport aircraft
Germany,Canada,1976.0,1,6.0,armoured bridgelayer
Germany,Canada,1976.0,1,8.0,ARV
Australia,Canada,2004.0,3,8.0,patrol craft
United Kingdom,Canada,1953.0,2,14.0,ship engine
Germany,Canada,2010.0,1,2.0,trainer aircraft
Germany,Canada,2007.0,1,2.0,trainer aircraft
Germany,Canada,2005.0,1,9.0,trainer aircraft
United Kingdom,Canada,1990.0,1,5.0,air refuel system
Norway,Canada,2006.0,1,25.0,APC turret
United States,Canada,1972.0,1,2.0,air refuel system
United States,Canada,1971.0,1,1.0,transport aircraft
Norway,Canada,2005.0,1,50.0,APC turret
United States,Canada,2008.0,1,48.0,APC
Kyrgyzstan,Canada,2008.0,1,6.0,transport helicopter
United States,Canada,2007.0,1,10.0,APC
United States,Canada,2016.0,1,5.0,UAV
United States,Canada,2021.0,1,0.0,combat aircraft radar
UAE,Canada,1986.0,1,2.0,transport aircraft
Sweden,Canada,2019.0,1,0.0,air search radar
United Kingdom,Canada,2019.0,1,0.0,frigate
South Africa,Canada,2005.0,1,50.0,APC
United States,Canada,2011.0,1,533.0,guided bomb
United States,Canada,1980.0,1,21.0,light aircraft
United States,Canada,1989.0,1,3.0,light helicopter
United States,Canada,1963.0,4,41.0,ASW helicopter
United Kingdom,Canada,1950.0,1,2.0,fighter aircraft
Germany,Canada,2007.0,1,2.0,ARV
Germany,Canada,2007.0,1,20.0,tank
United Kingdom,Canada,1998.0,4,4.0,submarine
Germany,Canada,2011.0,2,18.0,AEV/ARV
United States,Canada,2015.0,1,225.0,guided bomb
United Kingdom,Canada,2021.0,1,0.0,SAM
United States,Canada,1986.0,3,3.0,naval SAM system
United States,Canada,2019.0,1,0.0,AGS aircraft
Italy,Canada,2019.0,1,0.0,naval gun
United States,Central African Republic,2006.0,1,1.0,transport aircraft
France,Central African Republic,1977.0,1,2.0,light aircraft
Libya,Central African Republic,1982.0,1,4.0,mortar
France,Central African Republic,1983.0,1,5.0,APC
France,Central African Republic,1968.0,1,1.0,transport aircraft
Libya,Central African Republic,1982.0,1,4.0,tank
Libya,Central African Republic,1982.0,1,4.0,APC
UAE,Central African Republic,2020.0,1,2.0,light transport aircraft
United States,Chad,1988.0,1,1.0,transport aircraft
Netherlands,Chad,1995.0,1,2.0,light helicopter
United States,Chad,1989.0,1,1.0,transport aircraft
United States,Chad,1985.0,1,11.0,armoured car
Switzerland,Chad,1976.0,1,2.0,light transport aircraft
Russia,Chad,2009.0,1,1.0,transport helicopter
Australia,Chad,1983.0,1,1.0,transport aircraft
United States,Chad,1983.0,1,30.0,portable SAM
United States,Chad,2016.0,1,2.0,light transport aircraft
Canada,Chad,2006.0,1,1.0,aircraft engine
Switzerland,Chad,2006.0,1,1.0,trainer aircraft
France,Chad,1980.0,1,4.0,helicopter
United States,Chad,1983.0,1,1.0,transport aircraft
Israel,Chile,1979.0,2,2.0,FAC
New Zealand,Chile,2022.0,2,22.0,IFV
Germany,Chile,2005.0,2,2.0,OPV
Switzerland,Chile,1969.0,1,10.0,APC
United Kingdom,Chile,2021.0,1,2.0,AEW&C aircraft
Finland,Chile,2005.0,2,4.0,ship engine
Germany,Chile,1997.0,2,8.0,ship engine
Canada,Chile,1979.0,1,10.0,aircraft engine
Netherlands,Chile,2004.0,2,2.0,frigate
United Kingdom,Chile,2005.0,3,3.0,frigate
United Kingdom,Chile,2003.0,1,1.0,frigate
Spain,Chile,2000.0,1,2.0,helicopter
Bahrain,Chile,2000.0,1,1.0,helicopter
United States,Chile,1963.0,1,1.0,tug
Netherlands,Chile,2001.0,1,3.0,AEV
Denmark,Chile,1967.0,1,1.0,transport ship
United States,Chile,1973.0,1,1.0,landing ship
United States,Chile,1973.0,1,2.0,landing ship
Brazil,Chile,2008.0,2,12.0,trainer/combat aircraft
Netherlands,Chile,2005.0,2,18.0,FGA aircraft
United States,Chile,2000.0,1,1.0,helicopter
United States,Chile,1977.0,2,6.0,MP aircraft radar
Netherlands,Chile,2004.0,2,2.0,frigate
Netherlands,Chile,1998.0,1,8.0,reconnaissance AV
United States,Chile,1968.0,1,1.0,light helicopter
Netherlands,Chile,1998.0,2,200.0,tank
United States,Chile,1998.0,1,1.0,transport helicopter
France,Chile,1997.0,1,1.0,submarine
Spain,Chile,1997.0,1,1.0,submarine
Germany,Chile,1996.0,2,4.0,FAC
Sweden,Chile,1996.0,1,1.0,minelayer
Israel,Chile,1996.0,1,1.0,FAC
Denmark,Chile,1987.0,1,2.0,tug
Netherlands,Chile,1991.0,2,2.0,tug
Canada,Chile,1995.0,1,1.0,icebreaker
United States,Chile,1995.0,1,1.0,landing ship
Belgium,Chile,1994.0,2,5.0,FGA aircraft
Belgium,Chile,1994.0,2,20.0,FGA aircraft
United States,Chile,1960.0,1,2.0,submarine
United States,Chile,1966.0,1,2.0,trainer aircraft
United States,Chile,1971.0,1,1.0,tug
United States,Chile,1992.0,1,10.0,ground attack aircraft
United Kingdom,Chile,1982.0,1,1.0,replenishment ship
Denmark,Chile,1964.0,1,1.0,replenishment ship
United Kingdom,Chile,1992.0,1,1.0,frigate
United States,Chile,1988.0,1,5.0,light helicopter
United Kingdom,Chile,1982.0,1,48.0,portable SAM
